,values,ind
4351,SRS259507,ET-Bacteroides
4352,SRS259508,ET-Bacteroides
4353,SRS259510,ET-Bacteroides
4354,SRS259512,ET-Bacteroides
4355,SRS259513,ET-Bacteroides
4356,SRS259516,ET-Bacteroides
4357,SRS259521,ET-Bacteroides
4358,SRS259525,ET-Bacteroides
4359,SRS259526,ET-Bacteroides
4360,SRS259530,ET-Bacteroides
4361,SRS259531,ET-Bacteroides
4362,SRS259533,ET-Bacteroides
4363,SRS259534,ET-Bacteroides
4364,SRS259537,ET-Bacteroides
4365,SRS259538,ET-Bacteroides
4366,SRS259539,ET-Bacteroides
4367,SRS259541,ET-Bacteroides
4368,SRS259542,ET-Bacteroides
4369,SRS259543,ET-Bacteroides
4370,SRS259546,ET-Bacteroides
4371,SRS259547,ET-Bacteroides
4372,SRS259549,ET-Bacteroides
4373,SRS259550,ET-Bacteroides
4374,SRS259554,ET-Bacteroides
4375,SRS259556,ET-Bacteroides
4376,SRS259557,ET-Bacteroides
4377,SRS259563,ET-Bacteroides
4378,SRS259566,ET-Bacteroides
4379,SRS259567,ET-Bacteroides
4380,SRS259568,ET-Bacteroides
4381,SRS259570,ET-Bacteroides
4382,SRS259575,ET-Bacteroides
4383,SRS259576,ET-Bacteroides
4384,SRS259577,ET-Bacteroides
4385,SRS259578,ET-Bacteroides
4386,SRS294812,ET-Bacteroides
4387,SRS294816,ET-Bacteroides
4388,SRS294817,ET-Bacteroides
4389,SRS294821,ET-Bacteroides
4390,SRS294822,ET-Bacteroides
4391,SRS294823,ET-Bacteroides
4392,SRS294824,ET-Bacteroides
4393,SRS294826,ET-Bacteroides
4394,SRS294827,ET-Bacteroides
4395,SRS294828,ET-Bacteroides
4396,SRS294829,ET-Bacteroides
4397,SRS294830,ET-Bacteroides
4398,SRS294833,ET-Bacteroides
4399,SRS294834,ET-Bacteroides
4400,SRS294843,ET-Bacteroides
4401,SRS294848,ET-Bacteroides
4402,SRS294849,ET-Bacteroides
4403,SRS294850,ET-Bacteroides
4404,SRS294851,ET-Bacteroides
4405,SRS294853,ET-Bacteroides
4406,SRS294857,ET-Bacteroides
4407,SRS294858,ET-Bacteroides
4408,SRS294859,ET-Bacteroides
4409,SRS294860,ET-Bacteroides
4410,SRS294861,ET-Bacteroides
4411,SRS294862,ET-Bacteroides
4412,SRS294863,ET-Bacteroides
4413,SRS294864,ET-Bacteroides
4414,SRS294865,ET-Bacteroides
4415,SRS294866,ET-Bacteroides
4416,SRS294867,ET-Bacteroides
4417,SRS294874,ET-Bacteroides
4418,SRS294876,ET-Bacteroides
4419,SRS294878,ET-Bacteroides
4420,SRS294882,ET-Bacteroides
4421,SRS294883,ET-Bacteroides
4422,SRS294889,ET-Bacteroides
4423,SRS294891,ET-Bacteroides
4424,SRS294893,ET-Bacteroides
4425,SRS294895,ET-Bacteroides
4426,SRS294897,ET-Bacteroides
4427,SRS294898,ET-Bacteroides
4428,SRS294899,ET-Bacteroides
4429,SRS294901,ET-Bacteroides
4430,SRS294902,ET-Bacteroides
4431,SRS294904,ET-Bacteroides
4432,SRS294905,ET-Bacteroides
4433,SRS294907,ET-Bacteroides
4434,SRS294913,ET-Bacteroides
4435,SRS294914,ET-Bacteroides
4436,SRS294917,ET-Bacteroides
4437,SRS294918,ET-Bacteroides
4438,SRS294921,ET-Bacteroides
4439,SRS294923,ET-Bacteroides
4440,SRS294926,ET-Bacteroides
4441,SRS294930,ET-Bacteroides
4442,SRS294931,ET-Bacteroides
4443,SRS294940,ET-Bacteroides
4444,SRS294941,ET-Bacteroides
4445,SRS294943,ET-Bacteroides
4446,SRS294944,ET-Bacteroides
4447,SRS294945,ET-Bacteroides
4448,SRS294947,ET-Bacteroides
4449,SRS294948,ET-Bacteroides
4450,SRS294950,ET-Bacteroides
4451,SRS294951,ET-Bacteroides
4452,SRS294953,ET-Bacteroides
4453,SRS294954,ET-Bacteroides
4454,SRS294956,ET-Bacteroides
4455,SRS294959,ET-Bacteroides
4456,SRS294960,ET-Bacteroides
4457,SRS294961,ET-Bacteroides
4458,SRS294962,ET-Bacteroides
4459,SRS294963,ET-Bacteroides
4460,SRS294964,ET-Bacteroides
4461,SRS294968,ET-Bacteroides
4462,SRS294969,ET-Bacteroides
4463,SRS294971,ET-Bacteroides
4464,SRS294973,ET-Bacteroides
4465,SRS294975,ET-Bacteroides
4466,SRS294977,ET-Bacteroides
4467,SRS294978,ET-Bacteroides
4468,SRS294979,ET-Bacteroides
4469,SRS294981,ET-Bacteroides
4470,SRS294982,ET-Bacteroides
4471,SRS294984,ET-Bacteroides
4472,SRS294986,ET-Bacteroides
4473,SRS294987,ET-Bacteroides
4474,SRS294988,ET-Bacteroides
4475,SRS294989,ET-Bacteroides
4476,SRS294990,ET-Bacteroides
4477,SRS294992,ET-Bacteroides
4478,SRS294994,ET-Bacteroides
4479,SRS294997,ET-Bacteroides
4480,SRS294999,ET-Bacteroides
4481,SRS295002,ET-Bacteroides
4482,SRS295011,ET-Bacteroides
4483,SRS295012,ET-Bacteroides
4484,SRS295013,ET-Bacteroides
4485,SRS295014,ET-Bacteroides
4486,SRS295015,ET-Bacteroides
4487,SRS295016,ET-Bacteroides
4488,SRS295019,ET-Bacteroides
4489,SRS295021,ET-Bacteroides
4490,SRS295022,ET-Bacteroides
4491,SRS295024,ET-Bacteroides
4492,SRS295025,ET-Bacteroides
4493,SRS295026,ET-Bacteroides
4494,SRS295029,ET-Bacteroides
4495,SRS2872982,ET-Bacteroides
4496,SRS2872981,ET-Bacteroides
4497,SRS2872978,ET-Bacteroides
4498,SRS2872977,ET-Bacteroides
4499,SRS2872975,ET-Bacteroides
4500,SRS2872973,ET-Bacteroides
4501,SRS2872970,ET-Bacteroides
4502,SRS2872969,ET-Bacteroides
4503,SRS2872968,ET-Bacteroides
4504,SRS2872967,ET-Bacteroides
4505,SRS2872966,ET-Bacteroides
4506,SRS2872965,ET-Bacteroides
4507,SRS2872962,ET-Bacteroides
4508,SRS2872961,ET-Bacteroides
4509,SRS4444708,ET-Bacteroides
4510,SRS4444705,ET-Bacteroides
4511,SRS4444704,ET-Bacteroides
4512,SRS4444703,ET-Bacteroides
4513,SRS4444698,ET-Bacteroides
4514,SRS4444697,ET-Bacteroides
4515,SRS4444696,ET-Bacteroides
4516,SRS4444695,ET-Bacteroides
4517,SRS4444693,ET-Bacteroides
4518,SRS4444690,ET-Bacteroides
4519,SRS4444689,ET-Bacteroides
4520,SRS4444688,ET-Bacteroides
4521,SRS4444687,ET-Bacteroides
4522,SRS4444686,ET-Bacteroides
4523,SRS4444684,ET-Bacteroides
4524,SRS4444683,ET-Bacteroides
4525,SRS4444680,ET-Bacteroides
4526,SRS4444678,ET-Bacteroides
4527,SRS4444676,ET-Bacteroides
4528,SRS4444673,ET-Bacteroides
4529,SRS4444672,ET-Bacteroides
4530,SRS4444669,ET-Bacteroides
4531,SRS4444665,ET-Bacteroides
4532,SRS4444663,ET-Bacteroides
4533,SRS4444658,ET-Bacteroides
4534,SRS3104973,ET-Bacteroides
4535,SRS3104970,ET-Bacteroides
4536,SRS3104968,ET-Bacteroides
4537,SRS3104967,ET-Bacteroides
4538,SRS3104966,ET-Bacteroides
4539,SRS3104963,ET-Bacteroides
4540,SRS3104953,ET-Bacteroides
4541,SRS3104952,ET-Bacteroides
4542,SRS3104946,ET-Bacteroides
4543,SRS3104947,ET-Bacteroides
4544,SRS3104945,ET-Bacteroides
4545,SRS3104974,ET-Bacteroides
4546,SRS3104926,ET-Bacteroides
4547,SRS3104925,ET-Bacteroides
4548,SRS3104924,ET-Bacteroides
4549,SRS3104922,ET-Bacteroides
4550,SRS3104919,ET-Bacteroides
4551,SRS3104920,ET-Bacteroides
4552,SRS3104908,ET-Bacteroides
4553,SRS3104905,ET-Bacteroides
4554,SRS3104902,ET-Bacteroides
4555,SRS3104893,ET-Bacteroides
4556,SRS3104879,ET-Bacteroides
4557,SRS3104874,ET-Bacteroides
4558,SRS3104871,ET-Bacteroides
4559,SRS3104864,ET-Bacteroides
4560,SRS3104863,ET-Bacteroides
4561,SRS3104857,ET-Bacteroides
4562,SRS3104852,ET-Bacteroides
4563,SRS3104845,ET-Bacteroides
4564,SRS3104844,ET-Bacteroides
4565,SRS3104839,ET-Bacteroides
4566,SRS3104838,ET-Bacteroides
4567,SRS3104836,ET-Bacteroides
4568,SRS3638681,ET-Bacteroides
4569,SRS3638600,ET-Bacteroides
4570,SRS3638583,ET-Bacteroides
4571,SRS192952,ET-Bacteroides
4572,SRS192953,ET-Bacteroides
4573,SRS192957,ET-Bacteroides
4574,SRS192954,ET-Bacteroides
4575,SRS192955,ET-Bacteroides
4576,SRS192956,ET-Bacteroides
4577,SRS192958,ET-Bacteroides
4578,ERS5083404,ET-Bacteroides
4579,ERS5083407,ET-Bacteroides
4580,ERS5083411,ET-Bacteroides
4581,ERS5083484,ET-Bacteroides
4582,ERS5083485,ET-Bacteroides
4583,ERS5083486,ET-Bacteroides
4584,ERS5083491,ET-Bacteroides
4585,ERS5083412,ET-Bacteroides
4586,ERS5083492,ET-Bacteroides
4587,ERS5083493,ET-Bacteroides
4588,ERS5083413,ET-Bacteroides
4589,ERS5083414,ET-Bacteroides
4590,ERS5083415,ET-Bacteroides
4591,ERS5083416,ET-Bacteroides
4592,ERS5083418,ET-Bacteroides
4593,ERS5083419,ET-Bacteroides
4594,ERS5083420,ET-Bacteroides
4595,ERS5083421,ET-Bacteroides
4596,ERS5083422,ET-Bacteroides
4597,ERS5083425,ET-Bacteroides
4598,ERS5083426,ET-Bacteroides
4599,ERS5083427,ET-Bacteroides
4600,ERS5083428,ET-Bacteroides
4601,ERS5083433,ET-Bacteroides
4602,ERS5083434,ET-Bacteroides
4603,ERS5083435,ET-Bacteroides
4604,ERS5083436,ET-Bacteroides
4605,ERS5083437,ET-Bacteroides
4606,ERS5083438,ET-Bacteroides
4607,ERS5083439,ET-Bacteroides
4608,ERS5083440,ET-Bacteroides
4609,ERS5083441,ET-Bacteroides
4610,ERS5083442,ET-Bacteroides
4611,ERS5083443,ET-Bacteroides
4612,ERS5083444,ET-Bacteroides
4613,ERS5083445,ET-Bacteroides
4614,ERS5083446,ET-Bacteroides
4615,ERS5083447,ET-Bacteroides
4616,ERS5083448,ET-Bacteroides
4617,ERS5083449,ET-Bacteroides
4618,ERS5083450,ET-Bacteroides
4619,ERS5083451,ET-Bacteroides
4620,ERS5083452,ET-Bacteroides
4621,ERS5083453,ET-Bacteroides
4622,ERS5083454,ET-Bacteroides
4623,ERS5083455,ET-Bacteroides
4624,ERS5083456,ET-Bacteroides
4625,ERS5083457,ET-Bacteroides
4626,ERS5083463,ET-Bacteroides
4627,ERS5083464,ET-Bacteroides
4628,ERS5083465,ET-Bacteroides
4629,ERS5083469,ET-Bacteroides
4630,ERS5083470,ET-Bacteroides
4631,ERS5083475,ET-Bacteroides
4632,ERS5083477,ET-Bacteroides
4633,ERS5083478,ET-Bacteroides
4634,ERS5083483,ET-Bacteroides
4635,ERS5090795,ET-Bacteroides
4636,ERS5090823,ET-Bacteroides
4637,ERS5090834,ET-Bacteroides
4638,ERS5090836,ET-Bacteroides
4639,ERS5090839,ET-Bacteroides
4640,ERS5090840,ET-Bacteroides
4641,ERS2034090,ET-Bacteroides
4642,ERS2034171,ET-Bacteroides
4643,ERS2034173,ET-Bacteroides
4644,ERS2034156,ET-Bacteroides
4645,ERS2034157,ET-Bacteroides
4646,ERS2034098,ET-Bacteroides
4647,ERS2034099,ET-Bacteroides
4648,ERS2034069,ET-Bacteroides
4649,ERS2034070,ET-Bacteroides
4650,ERS2034071,ET-Bacteroides
4651,ERS2034074,ET-Bacteroides
4652,ERS2034177,ET-Bacteroides
4653,ERS2034178,ET-Bacteroides
4654,ERS2034179,ET-Bacteroides
4655,ERS2034168,ET-Bacteroides
4656,ERS2034182,ET-Bacteroides
4657,ERS2034161,ET-Bacteroides
4658,ERS2034162,ET-Bacteroides
4659,ERS2034123,ET-Bacteroides
4660,ERS2034084,ET-Bacteroides
4661,ERS2034185,ET-Bacteroides
4662,ERS2034170,ET-Bacteroides
4663,ERS2034088,ET-Bacteroides
4664,ERS2034089,ET-Bacteroides
4665,ERS2034130,ET-Bacteroides
4666,ERS2034136,ET-Bacteroides
4667,ERS2034139,ET-Bacteroides
4668,ERS2034142,ET-Bacteroides
4669,ERS2034166,ET-Bacteroides
4670,ERS2034132,ET-Bacteroides
4671,ERS2034144,ET-Bacteroides
4672,ERS2034133,ET-Bacteroides
4673,ERS2034215,ET-Bacteroides
4674,ERS2034192,ET-Bacteroides
4675,ERS2034242,ET-Bacteroides
4676,ERS2034243,ET-Bacteroides
4677,ERS2034268,ET-Bacteroides
4678,ERS2034269,ET-Bacteroides
4679,ERS2034270,ET-Bacteroides
4680,ERS2034205,ET-Bacteroides
4681,ERS2034207,ET-Bacteroides
4682,ERS2034208,ET-Bacteroides
4683,SRS011405,ET-Bacteroides
4684,SRS011452,ET-Bacteroides
4685,SRS012902,ET-Bacteroides
4686,SRS013158,ET-Bacteroides
4687,SRS013215,ET-Bacteroides
4688,SRS013382,ET-Bacteroides
4689,SRS013521,ET-Bacteroides
4690,SRS013687,ET-Bacteroides
4691,SRS013800,ET-Bacteroides
4692,SRS014313,ET-Bacteroides
4693,SRS014344,ET-Bacteroides
4694,SRS014534,ET-Bacteroides
4695,SRS014613,ET-Bacteroides
4696,SRS014683,ET-Bacteroides
4697,SRS014736,ET-Bacteroides
4698,SRS015190,ET-Bacteroides
4699,SRS015369,ET-Bacteroides
4700,SRS015388,ET-Bacteroides
4701,SRS015486,ET-Bacteroides
4702,SRS015578,ET-Bacteroides
4703,SRS015794,ET-Bacteroides
4704,SRS015816,ET-Bacteroides
4705,SRS015890,ET-Bacteroides
4706,SRS015912,ET-Bacteroides
4707,SRS015960,ET-Bacteroides
4708,SRS016018,ET-Bacteroides
4709,SRS016056,ET-Bacteroides
4710,SRS016132,ET-Bacteroides
4711,SRS016267,ET-Bacteroides
4712,SRS016381,ET-Bacteroides
4713,SRS016437,ET-Bacteroides
4714,SRS016438,ET-Bacteroides
4715,SRS016495,ET-Bacteroides
4716,SRS016517,ET-Bacteroides
4717,SRS016585,ET-Bacteroides
4718,SRS016753,ET-Bacteroides
4719,SRS016897,ET-Bacteroides
4720,SRS016989,ET-Bacteroides
4721,SRS017191,ET-Bacteroides
4722,SRS017247,ET-Bacteroides
4723,SRS017248,ET-Bacteroides
4724,SRS017375,ET-Bacteroides
4725,SRS017433,ET-Bacteroides
4726,SRS017745,ET-Bacteroides
4727,SRS017859,ET-Bacteroides
4728,SRS018049,ET-Bacteroides
4729,SRS018133,ET-Bacteroides
4730,SRS018313,ET-Bacteroides
4731,SRS018575,ET-Bacteroides
4732,SRS018606,ET-Bacteroides
4733,SRS018656,ET-Bacteroides
4734,SRS018732,ET-Bacteroides
4735,SRS018888,ET-Bacteroides
4736,SRS018984,ET-Bacteroides
4737,SRS019014,ET-Bacteroides
4738,SRS019030,ET-Bacteroides
4739,SRS019062,ET-Bacteroides
4740,SRS019178,ET-Bacteroides
4741,SRS019267,ET-Bacteroides
4742,SRS019286,ET-Bacteroides
4743,SRS019397,ET-Bacteroides
4744,SRS019428,ET-Bacteroides
4745,SRS019601,ET-Bacteroides
4746,SRS019638,ET-Bacteroides
4747,SRS019693,ET-Bacteroides
4748,SRS019787,ET-Bacteroides
4749,SRS020271,ET-Bacteroides
4750,SRS020508,ET-Bacteroides
4751,SRS020622,ET-Bacteroides
4752,SRS021153,ET-Bacteroides
4753,SRS021219,ET-Bacteroides
4754,SRS022713,ET-Bacteroides
4755,SRS023176,ET-Bacteroides
4756,SRS023346,ET-Bacteroides
4757,SRS023583,ET-Bacteroides
4758,SRS023829,ET-Bacteroides
4759,SRS023914,ET-Bacteroides
4760,SRS023971,ET-Bacteroides
4761,SRS024009,ET-Bacteroides
4762,SRS024075,ET-Bacteroides
4763,SRS024076,ET-Bacteroides
4764,SRS024265,ET-Bacteroides
4765,SRS024388,ET-Bacteroides
4766,SRS024549,ET-Bacteroides
4767,SRS024625,ET-Bacteroides
4768,SRS024663,ET-Bacteroides
4769,SRS042231,ET-Bacteroides
4770,SRS042284,ET-Bacteroides
4771,SRS042893,ET-Bacteroides
4772,SRS043001,ET-Bacteroides
4773,SRS043667,ET-Bacteroides
4774,SRS043701,ET-Bacteroides
4775,SRS044365,ET-Bacteroides
4776,SRS045004,ET-Bacteroides
4777,SRS045195,ET-Bacteroides
4778,SRS045244,ET-Bacteroides
4779,SRS045645,ET-Bacteroides
4780,SRS045713,ET-Bacteroides
4781,SRS045739,ET-Bacteroides
4782,SRS045938,ET-Bacteroides
4783,SRS046068,ET-Bacteroides
4784,SRS046712,ET-Bacteroides
4785,SRS046810,ET-Bacteroides
4786,SRS047044,ET-Bacteroides
4787,SRS047069,ET-Bacteroides
4788,SRS047741,ET-Bacteroides
4789,SRS048060,ET-Bacteroides
4790,SRS048307,ET-Bacteroides
4791,SRS048981,ET-Bacteroides
4792,SRS049402,ET-Bacteroides
4793,SRS049900,ET-Bacteroides
4794,SRS050026,ET-Bacteroides
4795,SRS050299,ET-Bacteroides
4796,SRS050520,ET-Bacteroides
4797,SRS050801,ET-Bacteroides
4798,SRS050974,ET-Bacteroides
4799,SRS052027,ET-Bacteroides
4800,SRS052078,ET-Bacteroides
4801,SRS052576,ET-Bacteroides
4802,SRS053573,ET-Bacteroides
4803,SRS053587,ET-Bacteroides
4804,SRS054590,ET-Bacteroides
4805,SRS054753,ET-Bacteroides
4806,SRS054956,ET-Bacteroides
4807,SRS055533,ET-Bacteroides
4808,SRS055966,ET-Bacteroides
4809,SRS056259,ET-Bacteroides
4810,SRS056519,ET-Bacteroides
4811,SRS057478,ET-Bacteroides
4812,SRS057717,ET-Bacteroides
4813,SRS058268,ET-Bacteroides
4814,SRS058723,ET-Bacteroides
4815,SRS058770,ET-Bacteroides
4816,SRS062427,ET-Bacteroides
4817,SRS062716,ET-Bacteroides
4818,SRS063127,ET-Bacteroides
4819,SRS063489,ET-Bacteroides
4820,SRS063928,ET-Bacteroides
4821,SRS064232,ET-Bacteroides
4822,SRS064557,ET-Bacteroides
4823,SRS064645,ET-Bacteroides
4824,SRS064973,ET-Bacteroides
4825,SRS065176,ET-Bacteroides
4826,SRS074670,ET-Bacteroides
4827,SRS074964,ET-Bacteroides
4828,SRS075021,ET-Bacteroides
4829,SRS075398,ET-Bacteroides
4830,SRS075399,ET-Bacteroides
4831,SRS075716,ET-Bacteroides
4832,SRS075963,ET-Bacteroides
4833,SRS076876,ET-Bacteroides
4834,SRS077086,ET-Bacteroides
4835,SRS077117,ET-Bacteroides
4836,SRS077127,ET-Bacteroides
4837,SRS077194,ET-Bacteroides
4838,SRS077335,ET-Bacteroides
4839,SRS077364,ET-Bacteroides
4840,SRS077454,ET-Bacteroides
4841,SRS077502,ET-Bacteroides
4842,SRS077533,ET-Bacteroides
4843,SRS077552,ET-Bacteroides
4844,SRS077589,ET-Bacteroides
4845,SRS077730,ET-Bacteroides
4846,SRS077731,ET-Bacteroides
4847,SRS077753,ET-Bacteroides
4848,SRS077991,ET-Bacteroides
4849,SRS078665,ET-Bacteroides
4850,SRS097889,ET-Bacteroides
4851,SRS098514,ET-Bacteroides
4852,SRS098655,ET-Bacteroides
4853,SRS098748,ET-Bacteroides
4854,SRS098827,ET-Bacteroides
4855,SRS098881,ET-Bacteroides
4856,SRS100021,ET-Bacteroides
4857,SRS101268,ET-Bacteroides
4858,SRS103987,ET-Bacteroides
4859,SRS104084,ET-Bacteroides
4860,SRS104327,ET-Bacteroides
4861,SRS104485,ET-Bacteroides
4862,SRS105082,ET-Bacteroides
4863,SRS140645,ET-Bacteroides
4864,SRS142505,ET-Bacteroides
4865,SRS142712,ET-Bacteroides
4866,SRS142781,ET-Bacteroides
4867,SRS142980,ET-Bacteroides
4868,SRS143070,ET-Bacteroides
4869,SRS143085,ET-Bacteroides
4870,SRS143417,ET-Bacteroides
4871,SRS143598,ET-Bacteroides
4872,SRS143722,ET-Bacteroides
4873,SRS143780,ET-Bacteroides
4874,SRS144297,ET-Bacteroides
4875,SRS145308,ET-Bacteroides
4876,SRS145497,ET-Bacteroides
4877,SRS146888,ET-Bacteroides
4878,SRS147022,ET-Bacteroides
4879,SRS147039,ET-Bacteroides
4880,SRS147088,ET-Bacteroides
4881,SRS147272,ET-Bacteroides
4882,SRS147377,ET-Bacteroides
4883,SRS147425,ET-Bacteroides
4884,SRS147445,ET-Bacteroides
4885,SRS147653,ET-Bacteroides
4886,SRS147919,ET-Bacteroides
4887,SRS148511,ET-Bacteroides
4888,SRS148874,ET-Bacteroides
4889,SRS148970,ET-Bacteroides
4890,SRS149244,ET-Bacteroides
4891,SRS149325,ET-Bacteroides
4892,ERS848623,ET-Bacteroides
4893,ERS848624,ET-Bacteroides
4894,ERS848625,ET-Bacteroides
4895,ERS848627,ET-Bacteroides
4896,ERS848628,ET-Bacteroides
4897,ERS848632,ET-Bacteroides
4898,ERS848633,ET-Bacteroides
4899,ERS848636,ET-Bacteroides
4900,ERS848637,ET-Bacteroides
4901,ERS848638,ET-Bacteroides
4902,ERS848639,ET-Bacteroides
4903,ERS848641,ET-Bacteroides
4904,ERS848642,ET-Bacteroides
4905,ERS848643,ET-Bacteroides
4906,ERS848646,ET-Bacteroides
4907,ERS848647,ET-Bacteroides
4908,ERS848650,ET-Bacteroides
4909,ERS848652,ET-Bacteroides
4910,ERS848657,ET-Bacteroides
4911,ERS848659,ET-Bacteroides
4912,ERS848666,ET-Bacteroides
4913,ERS848667,ET-Bacteroides
4914,ERS848670,ET-Bacteroides
4915,ERS848671,ET-Bacteroides
4916,ERS848674,ET-Bacteroides
4917,ERS848675,ET-Bacteroides
4918,ERS848676,ET-Bacteroides
4919,ERS848683,ET-Bacteroides
4920,ERS848691,ET-Bacteroides
4921,ERS848693,ET-Bacteroides
4922,ERS848694,ET-Bacteroides
4923,ERS848696,ET-Bacteroides
4924,ERS848697,ET-Bacteroides
4925,ERS848703,ET-Bacteroides
4926,ERS848704,ET-Bacteroides
4927,ERS848710,ET-Bacteroides
4928,ERS848711,ET-Bacteroides
4929,ERS848712,ET-Bacteroides
4930,ERS848713,ET-Bacteroides
4931,ERS848716,ET-Bacteroides
4932,ERS848720,ET-Bacteroides
4933,ERS848722,ET-Bacteroides
4934,ERS848725,ET-Bacteroides
4935,ERS848726,ET-Bacteroides
4936,ERS848732,ET-Bacteroides
4937,ERS848735,ET-Bacteroides
4938,ERS848737,ET-Bacteroides
4939,ERS848739,ET-Bacteroides
4940,ERS848740,ET-Bacteroides
4941,ERS848745,ET-Bacteroides
4942,ERS436766,ET-Bacteroides
4943,ERS436744,ET-Bacteroides
4944,ERS436657,ET-Bacteroides
4945,ERS436664,ET-Bacteroides
4946,ERS436755,ET-Bacteroides
4947,ERS436795,ET-Bacteroides
4948,ERS436764,ET-Bacteroides
4949,ERS436780,ET-Bacteroides
4950,ERS436677,ET-Bacteroides
4951,ERS436789,ET-Bacteroides
4952,ERS436758,ET-Bacteroides
4953,ERS436674,ET-Bacteroides
4954,ERS436735,ET-Bacteroides
4955,ERS436680,ET-Bacteroides
4956,ERS436816,ET-Bacteroides
4957,ERS436825,ET-Bacteroides
4958,ERS436804,ET-Bacteroides
4959,ERS436839,ET-Bacteroides
4960,ERS608599,ET-Bacteroides
4961,ERS608508,ET-Bacteroides
4962,ERS608511,ET-Bacteroides
4963,ERS608563,ET-Bacteroides
4964,ERS608620,ET-Bacteroides
4965,ERS608525,ET-Bacteroides
4966,ERS608565,ET-Bacteroides
4967,ERS608598,ET-Bacteroides
4968,ERS608544,ET-Bacteroides
4969,ERS608553,ET-Bacteroides
4970,ERS608516,ET-Bacteroides
4971,ERS608501,ET-Bacteroides
4972,ERS608542,ET-Bacteroides
4973,ERS608477,ET-Bacteroides
4974,ERS608519,ET-Bacteroides
4975,ERS608543,ET-Bacteroides
4976,ERS608513,ET-Bacteroides
4977,ERS608475,ET-Bacteroides
4978,ERS608486,ET-Bacteroides
4979,ERS608530,ET-Bacteroides
4980,ERS608573,ET-Bacteroides
4981,ERS608528,ET-Bacteroides
4982,ERS608484,ET-Bacteroides
4983,ERS608497,ET-Bacteroides
4984,ERS608474,ET-Bacteroides
4985,ERS608609,ET-Bacteroides
4986,ERS608601,ET-Bacteroides
4987,ERS608559,ET-Bacteroides
4988,ERS608538,ET-Bacteroides
4989,ERS608561,ET-Bacteroides
4990,ERS608512,ET-Bacteroides
4991,ERS608490,ET-Bacteroides
4992,ERS608487,ET-Bacteroides
4993,ERS608506,ET-Bacteroides
4994,ERS608562,ET-Bacteroides
4995,ERS608491,ET-Bacteroides
4996,ERS608500,ET-Bacteroides
4997,ERS608571,ET-Bacteroides
4998,ERS608494,ET-Bacteroides
4999,ERS608537,ET-Bacteroides
5000,ERS608488,ET-Bacteroides
5001,ERS608541,ET-Bacteroides
5002,ERS608619,ET-Bacteroides
5003,ERS608581,ET-Bacteroides
5004,ERS608532,ET-Bacteroides
5005,ERS608498,ET-Bacteroides
5006,ERS631826,ET-Bacteroides
5007,ERS631830,ET-Bacteroides
5008,SRS4597870,ET-Bacteroides
5009,SRS4597859,ET-Bacteroides
5010,SRS4597858,ET-Bacteroides
5011,SRS4597854,ET-Bacteroides
5012,SRS4597852,ET-Bacteroides
5013,SRS4597851,ET-Bacteroides
5014,SRS4597850,ET-Bacteroides
5015,SRS4597847,ET-Bacteroides
5016,SRS4597845,ET-Bacteroides
5017,DRS087523,ET-Prevotella
5018,DRS087532,ET-Prevotella
5019,DRS087549,ET-Prevotella
5020,DRS087561,ET-Prevotella
5021,DRS087571,ET-Prevotella
5022,DRS087580,ET-Prevotella
5023,DRS087587,ET-Prevotella
5024,DRS091126,ET-Prevotella
5025,DRS091137,ET-Prevotella
5026,DRS091144,ET-Prevotella
5027,DRS091147,ET-Prevotella
5028,DRS091149,ET-Prevotella
5029,DRS091157,ET-Prevotella
5030,DRS091170,ET-Prevotella
5031,DRS091174,ET-Prevotella
5032,DRS091183,ET-Prevotella
5033,DRS091193,ET-Prevotella
5034,DRS091228,ET-Prevotella
5035,DRS091242,ET-Prevotella
5036,DRS091248,ET-Prevotella
5037,DRS091250,ET-Prevotella
5038,DRS091273,ET-Prevotella
5039,DRS091293,ET-Prevotella
5040,DRS091300,ET-Prevotella
5041,DRS091318,ET-Prevotella
5042,DRS091319,ET-Prevotella
5043,DRS091331,ET-Prevotella
5044,DRS091334,ET-Prevotella
5045,DRS091339,ET-Prevotella
5046,DRS091341,ET-Prevotella
5047,DRS091345,ET-Prevotella
5048,DRS091357,ET-Prevotella
5049,DRS091359,ET-Prevotella
5050,DRS091360,ET-Prevotella
5051,DRS091373,ET-Prevotella
5052,DRS090824,ET-Prevotella
5053,DRS090826,ET-Prevotella
5054,DRS090858,ET-Prevotella
5055,DRS090861,ET-Prevotella
5056,DRS090868,ET-Prevotella
5057,DRS090877,ET-Prevotella
5058,DRS090879,ET-Prevotella
5059,DRS090907,ET-Prevotella
5060,DRS090935,ET-Prevotella
5061,DRS090938,ET-Prevotella
5062,DRS090944,ET-Prevotella
5063,DRS090945,ET-Prevotella
5064,DRS090954,ET-Prevotella
5065,DRS090961,ET-Prevotella
5066,DRS090963,ET-Prevotella
5067,DRS090971,ET-Prevotella
5068,DRS090975,ET-Prevotella
5069,DRS090982,ET-Prevotella
5070,DRS091000,ET-Prevotella
5071,DRS091001,ET-Prevotella
5072,DRS091005,ET-Prevotella
5073,DRS091018,ET-Prevotella
5074,DRS091041,ET-Prevotella
5075,DRS091052,ET-Prevotella
5076,DRS091054,ET-Prevotella
5077,DRS091059,ET-Prevotella
5078,DRS091065,ET-Prevotella
5079,DRS091077,ET-Prevotella
